URL,Published Date,Summary
https://www.turbocam.com/,02-11-2020,"TURBOCAM specializes in manufacturing high-quality components for various industries including space and rocketry, aviation, automotive, power generation, HVACR, and air & gas compression. They produce mission-critical propulsion components for space applications, vanes, stators, and bladed rotors for high-performance engines, efficient impellers for turbochargers, core turbomachinery components for power generation, and advanced designs for HVACR systems. TURBOCAM also manufactures compressors for geothermal power generation and chemical plants. 
"
https://townlinemachine.com/,01-01-2012,"Townline Machine Inc is a leading manufacturer of high-precision components for a range of industries including military, aerospace, optical, and power generation. They are ISO 9001 & AS9100 Certified and NADCAP certified for Nonconventional Machining (EDM). 
"
https://precisionaero.com/,07-08-2022,"Precision Aero is a company specializing in manufacturing close tolerance machined components for critical industrial systems, including aircraft, space shuttles, and land transportation.  They have been in business for over 50 years and operate out of a 33,000 square foot facility.  Precision Aero is committed to excellence and continuous improvement, striving to provide superior products to their customers. 
"
https://aerowind.com/,01-01-2010,"Aerowind Corporation is a precision machining company specializing in small to large parts and assemblies for industries like aerospace, electronics, and transportation. They offer services for small, medium, and large lot sizes and have the capacity to handle parts up to 100"" in 4 and 5 axis, and 240"" in 3 axis configurations. Their skilled NC programmers utilize Unigrapics 5 axis software to manufacture complex components.  You can contact them for pricing and delivery information by phone, email, or fax.  They also have a catalog available for viewing online. 
"
https://www.alziebler.com/,07-03-2017,"Alziebler is an American aerospace parts manufacturer that specializes in precision machining of aluminum and titanium components. They have been in business for over 60 years and are known for their high quality, craftsmanship and customer service. They serve both the aerospace and rotorcraft industries and are certified by AS9100 and ISO 9001. They offer a variety of services including close-tolerance machining, complex configurations, and light assemblies. 
"
https://trutron.com/,22-05-2018,"Trutron Corporation is a precision manufacturing company specializing in the production of parts and tooling for industries like aerospace, defense, automotive, and oil and gas. They are known for their expertise in handling complex geometries, tight tolerances, and challenging specifications. They offer a wide range of services including close tolerance precision machining, fluid power pump components, production tooling, and directional drilling components. Trutron is committed to delivering high-quality products and services, ensuring customer satisfaction with their precision and expertise. 
"
https://www.ronlo.com/,01-01-2023,"Ronlo Engineering is a precision machining company specializing in aerospace and defense. They've been operating for over 50 years, and are known for providing high quality, competitively priced products on time with personalized service. They are committed to working with their customers to ensure their success and strive to create a safe and rewarding work environment. Ronlo is also dedicated to developing strong relationships with their suppliers. They are leaders in precision machining and focus on using new technology and innovative solutions to meet customer needs. 
"
https://truepositiontech.com/,16-11-2015,"This webpage is a contact form for True Position Technologies. It asks for basic contact information such as name, phone number, email, address, and company information.  It also asks for details about the product the user requires, including the industry application and a brief description. Finally, there's a simple CAPTCHA to verify the user is human. 
"
https://www.3vpm.com/,01-01-2016,"3V Precision Machining, Inc. is a leading manufacturer of complex, high-quality CNC machined components. Established in 1993, they serve various industries including aviation, space, defense, medical, and commercial products.  Their manufacturing processes are controlled under ISO 9001:2015 and AS9100D standards, ensuring consistent high quality and on-time delivery. You can find their contact information on their website, including their address, email, and phone number. 
"
https://www.whitcraft.com/,08-11-2019,"Whitcraft is a leading manufacturer of precision aerospace parts for aircraft and engine platforms. They specialize in formed, machined, and fabricated parts. They are known for their innovation, continuous improvement, and commitment to customer satisfaction. Their capabilities and products are industry-leading, and they are a trusted partner to aerospace turbine engine OEMs and Tier I suppliers. 
"
https://cmigrp.com/,20-07-2018,"CMI Group is a precision manufacturing company that provides machined components and small assemblies to the Aerospace, Defense, and Space industries.  They are certified to ISO 9001:2015 and prioritize safety and teamwork.  They invest in advanced technology to stay on the cutting edge of manufacturing and partner with both their customers and vendors. 
"
https://www.ypsotec.com/,28-03-2023,"Ypsotec is a Swiss company specializing in the manufacture of precision turned and milled components. They offer a range of services, including CNC turning, CNC milling, and quality inspection. They have production facilities in Switzerland and the Czech Republic, and have been in business for over 100 years. Ypsotec is committed to sustainability, and is working to reduce the lead content in their materials.  They are a leading supplier in the automation, drive technology, linear technology, pneumatics, hydraulics, robotics, vacuum technology, medical technology, optical industry, space flights technology and the construction and ancillary industry. 
"
https://www.aceprecision.com/,17-02-2021,"Ace Precision Machining Corp. is a leading precision CNC machining manufacturer specializing in serving the aerospace, power generation, and defense industries. Founded in 1982, they are known for their commitment to customer satisfaction and continuous improvement. Ace Precision offers a wide range of services including nonconventional machining, process engineering, CNC machining, engineered coatings, thermal processing, metal joining, and e-beam welding. They are also a NADCAP certified process provider and an FAA Repair Station, specializing in the remanufacturing of complex gas turbine engine components. 
"
https://www.antindustries.com/,01-01-2019,"ANT Industries is a leading manufacturer of precision engineered aerospace parts, founded in 1972. They specialize in engine rings and casings, complex machined parts, casting machining, and assemblies.  Their services include turning, milling, grinding, assembly, inspection and testing. ANT Industries is headquartered in Warwickshire and prides itself on its stringent quality management processes. 
"
https://precisionmachiningservices.com/,06-10-2015,"Precision Machining Services is a world-class provider of precision machined parts for the defense and aerospace industries.  With over 30 years of experience, they meet the stringent requirements of OEMs by providing complex parts and assemblies with tolerances as tight as ±0.0001″. They are ISO 9001:2015 and AS9100D certified and their commitment to investing in equipment, software, and people ensures they can deliver the highest quality machined parts in the country.  They also provide engineering services for various industries, including medical and commercial. 
"
https://barnesaerospace.com/,01-01-2023,"Barnes Aerospace is a leading manufacturer of aerospace components and assemblies for aircraft engines and airframes, as well as land-based industrial gas turbines. They provide comprehensive component overhaul and repair services to major turbine manufacturers, commercial airlines, and the military. Barnes Aerospace works to AS 9100 standards, using high-temperature materials like titanium, inconel, hastelloy, stainless steel, and nickel alloys to deliver high-quality, cost-effective solutions. They are also active in industry events, such as the Pairs Airshow and MRO Americas. 
"
https://mecadaq.com/,15-05-2021,"Mecadaq is a high-speed CNC machining specialist that provides high precision manufacturing for the aerospace, automotive, home automation, defense and space industries. They have been in business for over 50 years and have worked with prestigious companies like Airbus and Boeing. Mecadaq has locations in both the US and Europe.  They are committed to providing first-class manufacturing support. 
"
https://preci.com/,01-01-2018,"Preci is a subcontract manufacturing company that has been in business for over 60 years. They specialize in ultra-precision components for industries like aerospace, defense, medical, and optoelectronics. Preci offers a wide range of manufacturing services, including CNC milling and turning, grinding, deep hole drilling, EDM, gear cutting, and more. They also offer reverse engineering and complete service from design to quality assurance. Preci is certified to AS9100 and ISO9001 standards. You can request a quote by calling (888) 655-1245 or (802) 655-2414, or by completing their online form. 
"
https://etgarmd.com/,01-01-2023,"ETGAR is a company that provides cost-effective solutions for manufacturing small and miniature ultra-high precision parts for the aerospace, medical, and dental industries. They specialize in turning, milling, and grinding. ETGAR is AS9100D and ISO13485:2016 certified, and their dental implants are FDA registered. 
"
https://www.precisionaerospace.com/,04-08-2013,"Precision Aerospace is a global supplier of sheet metal fabrications, specializing in complex machined parts for the aerospace industry, primarily for engine and exhaust applications.  Based in Phoenix, Arizona, they have been serving the industry since 1976. Their expertise includes a wide range of high-temperature alloys, a single-level management organization, strategic customer partnerships, and a diverse capability portfolio. They specialize in turbine engine components such as complex assemblies, diffusers, compressor housings, nozzles, seals, stators, gearbox housings, inlet and exhaust ducts, combustors and liners, plenums, and eductor impellers.  Their mission is to become the world-class supplier of precision forming, machining, welding, laser cutting, and hydroforming of sheet metal components, delivering high-quality products through manufacturing excellence and process ingenuity. 
"
https://htm-technologies.com,20-01-2018,"HTM Technologies is a world-class supplier of high-quality technical products made by precision machining. They specialize in large machining, turning, milling, flat and cylindrical grinding, lapping, sheet metal machining, and module assembly. They offer one-stop-shop solutions for complex products, assemblies, and solutions for demanding markets, such as aerospace, space, and defense. HTM Technologies is known for their precision, quality, and reliability. They have a proven track record of success in delivering distinctive results for their clients.  To learn more about their work, visit their website or call +31 – (0)74 255 40 40. 
"
https://3rmfg.com/,01-01-2000,"3RMFG is a precision CNC machining company specializing in manufacturing components from various materials like aluminum and Inconel. They are AS9100D and ISO9001:2015 certified, demonstrating their commitment to quality and customer satisfaction. Their focus on tight tolerances and high-quality parts ensures customers receive exceptional value and fast turnaround times. 
"
https://temcotool.com/,01-01-2017,"TEMCO is a precision machine parts and components manufacturer that has been in business since 1963. They specialize in aerospace, defense, medical, and space industries, providing both short and long-run production, as well as low and high volume mix production. TEMCO has a 99% quality rating and a 99% on-time delivery rating. They have 70+ 3-5 axis machining centers, 10+ EDM machines, a full metrology department with 13+ CMMs, and a 50,000 square foot temperature-controlled facility.  Their capabilities include CNC machining, EDM machining, and assembly. 
"
https://www.mpcmachining.com/,01-01-2016,"Machine Precision Components (MPC) is a leading aerospace manufacturer of hydraulic fittings and precision components. Founded in 2003, MPC is known for its commitment to quality and customer satisfaction. They specialize in high-precision components for aerospace, commercial, and military applications. MPC is a growing company with a state-of-the-art facility, experienced employees, and a rigorous inspection process that ensures the highest quality products. They are certified to ISO 9001:2015 and AS9100D standards and have implemented innovative programs like SPC capabilities and an advanced deburring workshop. MPC's dedication to quality and customer satisfaction has made them a trusted supplier in the industry. 
"
https://pmiaerospace.com/,24-06-2019,"PMI Aerospace is a leading manufacturer of precision machined parts and assemblies for the aerospace industry. The company provides a range of services, including CNC turning and milling, grinding, honing, and lapping. PMI Aerospace is certified to AS9100, ISO9001, and ITAR standards. The company operates from facilities in Rockford, Illinois and Reno, Nevada and partners with major aerospace OEMs including Collins Aerospace, Pratt & Whitney, and SpaceX.  
"
https://www.altoninstruments.com/,01-01-2022,"Alton Instruments Inc. is a third-generation precision component manufacturer that has been serving the aerospace, spacecraft, laboratory, and energy production industries since 1952. They specialize in producing complex, high-quality parts with quick turnaround times. Their services include turning, milling, engineering, quality control, grinding, and post-processing. They are AS9003 and ISO 9001:2015 compliant and have NADCAP certified subcontractors for heat treating, anodizing, passivation, magnetic particle inspection + NDT, and nickel plating. 
"
https://www.spm-precisionmachining.com/index.html,01-01-2013,"Southern Precision Machining (SPM) specializes in high-speed CNC machining for the aerospace industry. They offer a wide range of machining services including profiling, pocketing, drilling, boring, turning, and threading. SPM emphasizes quality parts, on-time delivery, and complete material traceability reports. Their website showcases examples of their work in areas like landing gear parts, high-speed machining of complex shapes, large aero structure assembly, and titanium structural parts. You can contact them directly or request a quote for your specific needs. 
"
https://www.gspcomponents.com/,01-01-2016,"GSP Components, Inc. is a company that specializes in precision machining of stainless steels, serving the aerospace, transportation, and health & safety industries. They have over 65 years of experience and utilize custom designed manufacturing processes and CNC equipment to maintain high quality and cost effectiveness. Their commitment to customer focus is evident in their ability to handle production lots, prototypes, rush orders, and special engineering requests. 
"
https://www.jetmachprod.com/,01-01-2009,"Jet Machined Products is a company specializing in precision turned and milled components and assemblies for aerospace, instrumentation, motion control, and robotics applications. They have decades of experience serving the aerospace and defense industries, providing high-performance parts manufactured to exacting tolerances. They offer on-time delivery, competitive pricing, and unrivaled customer service. They are AS9100D:2009-01/ISO 9001:2015 certified, ensuring American craftsmanship and quality.  If you have an RFQ, you can email them directly. 
"
https://nuconcorp.com/,01-01-2010,"Nucon Corp. is a manufacturer of high-quality, integrally bladed components for the aerospace and turbomachinery industries. They specialize in 5-axis machining of a variety of products, including jet engine cases, fan sections, diffusers, expanders, compressors, pumps, turbines, waterjets, rotors, and nozzles. They have over 2,000 different configurations machined from 0.2 inches to 73 inches in diameter. Nucon Corp. has worked with major companies such as General Electric, NASA, Honeywell, General Dynamics, Rolls Royce, and Curtiss Wright. 
"
https://ftepl.com/,01-01-2017,"FutureTech Engineering LLP is a company based in Bangalore, India that specializes in high precision machined parts and sub-assemblies for aerospace and general engineering. They have a strong engineering team and focus on building long-term relationships with clients. Their services include design, tooling, machining, quality control, and logistics. They work with a variety of materials, including aluminum, titanium, Inconel, and stainless steel. 
"
https://www.mokedltd.com/,01-01-2020,"Moked Precision Aerospace Components is a leading global manufacturer of high-precision, complex parts for the aerospace industry. They've been producing superior parts and subassemblies for over 60 years, known for their commitment to quality, on-time delivery, and competitive pricing. They offer a range of services including complex machining, assembly, use of exotic materials, and machined castings. Moked is committed to maintaining its reputation through ongoing equipment and technology improvements, high standards, and a highly qualified team. They are AS9100C and ISO 9001 certified and utilize lean production practices, an IOT-based manufacturing execution (MES) system, supply chain management (SCM) system, and quality management system (QMS) software. They have built long-standing relationships with leading companies in the global aerospace industry. 
"
https://hydromach.com/,01-08-2021,"Hydromach is a company that has been serving the aerospace industry since 1972. They specialize in high-precision components made from exotic materials like Inconel, Titanium, and Stainless Steel. Hydromach offers a range of services, including short runs to high production runs, and they have the latest state-of-the-art manufacturing and inspection equipment.  
"
https://www.milgred.com/,01-01-2023,"MILGRED is a company headquartered in Belfort, France. Their contact information is: Tel: +33 (0)3 84 21 95 90, Email: contact@milgred.com.  They are located near GE and ALSTOM and can be reached by car from Euro-Airport. 
"
https://www.cfwpmc.com/,10-07-2014,"CFW PMC specializes in precision metal components, offering CNC machining, waterjet cutting, fabrication, and mechanical assembly services.  They cater to the aerospace, defense, and electronics industries, handling everything from prototypes to full production runs.  Their expertise covers high-volume simple parts, intricate assemblies, and complex three-dimensional contours.  They utilize SolidWorks for CAD/CAM, ensuring precision and accuracy in all their work. 
"
https://www.beaerospacegroup.com/,01-01-2023,"The B&E Group is a company that specializes in precision machined components for aerospace and defense industries. They also offer engine and aircraft system component overhaul and repair services for airlines around the world. The company was founded in 1950 and is headquartered in Southwick, Massachusetts. They employ over 300 people, including machinists, programmers, engineers, technicians, and inspectors. The B&E Group works with leading manufacturers and airlines, such as Boeing, General Electric, and Air France. They offer a wide range of services, including machining, electropolish, induction brazing, and vacuum brazing. 
"
https://www.gsprecision.com/,01-03-2020,"GS Precision is a global leader in precision machining and assembly for the Aerospace and Defense industries. They have over 60 years of experience and employ 700 people across four facilities. They offer a wide range of machining capabilities, including CNC Swiss multi-axis lathes and 5-axis machining centers. They specialize in machining nickel-based alloys, titanium, stainless steel, and aluminum. Their vertical integration strategy includes multiple NADCAP certified special processes and in-house manufacturing of fixtures and cutting tools. They are committed to continuous improvement and lean manufacturing principles. GS Precision is also actively hiring and offers opportunities for career growth. 
"
https://ne-xtusa.com/,13-12-2022,"NE-XT Technologies is a precision manufacturing company specializing in complex, close tolerance and precision-machined components and assemblies.  They are dedicated to exceeding customer expectations through efficient processes that drive cost and quality.  Their experienced team of over 200 skilled machinists and engineers tackles complex machining and assembly projects.  NE-XT has demonstrated their expertise by manufacturing structural guide vanes, fan inlet variable vanes and nose landing gear orifice support tubes. 
"
https://acromil.com/,,"Acromil is a company specializing in machining, assemblies, and engineering for the Aerospace Industry. They invest in the latest technologies and offer turnkey solutions, from machining to final assembly. Their team of engineers is known for innovative and cost-saving approaches. 
"
https://www.beranekinc.com/,01-01-2022,"Beranek, LLC is a precision machined components manufacturer serving the aerospace, defense, and commercial sectors. They are known for their state-of-the-art equipment, experienced personnel, and commitment to quality. They offer a wide range of services including manufacturing, engineering, and quality inspection. Beranek, LLC is dedicated to developing long-term relationships with their customers by providing high-quality products and exceptional customer service. 
"
https://cpsindustries.com/,11-02-2020,"CPS Industries is a precision parts manufacturer with over 50 years of experience. They specialize in producing components for the aerospace, commercial, and ordnance industries.  Their areas of expertise include landing gear, shock struts, high-strength pins, links, actuation and fuel control components, train brakes, testing equipment, expansion joints, fuses, and gas mask components. CPS boasts a 99.7% quality rating. 
"
https://www.tcprecision.com/,01-01-2019,"Toolcraft is a precision machining company specializing in aerospace, medical, technology, and defense industries. They offer high-quality, reliable parts and work closely with their partners to create custom solutions. Toolcraft is committed to quality, customer service, and integrity. They utilize state-of-the-art technologies and have a blanket order service for those who require parts quickly. 
"
https://evaero.com/,02-05-2014,"Evaero is a modern manufacturing company specializing in precision machining of custom components for the aerospace and defense industries. They pride themselves on providing peace of mind to their clients by managing every step of the process, from initial planning and material ordering to final assembly and inspection. Their meticulous approach ensures on-time delivery of high-quality parts. Evaero utilizes advanced technology, skilled personnel, and a collaborative mindset to achieve their goal of delivering precision machined components to their clients. 
"
https://centurype.com/,,"Century Precision Engineering, Inc. (CPE) is a manufacturer of aircraft machine parts and sub-assemblies, established in 1989. They specialize in complex requirements and are dedicated to high standards in machining innovation, providing quality products to meet demanding schedules. CPE holds AS9100 and ISO9001 certifications and is a long-standing Gold and Platinum Supplier for major aerospace companies like Northrop Grumman, Boeing, Vought Aircraft, and Lockheed Martin. Their capabilities include two to five-axis milling and turning, allowing them to work with various materials like aluminum, titanium, stainless steel, and other alloys. 
"
https://msp-manufacturing.com/,06-02-2023,"MSP Manufacturing is a precision machined products manufacturer and supplier that has been in business since 1943. They specialize in producing parts for the aviation, aerospace, and defense industries, and are known for their excellence and high quality. Recently, MSP has expanded into other industries, including medical, automotive, and sanitation. The company is headquartered in Bloomington, Indiana.  
"
https://thorprecision.com/,03-02-2016,"Thor Precision is a leading supplier of critical components and consumables to the aerospace and aftermarket IGT industries. They have over 146 years of combined industry experience and offer a wide range of services including testing, manufacturing, and raw material stocking programs. Their focus is on producing the highest quality products and they have a lean-sigma manufacturing facility. They also have a large inventory of parts and offer excellent customer service. 
"
https://tomiengineering.com/,01-03-2020,"TOMI Engineering is a CNC machine shop specializing in precision machined components and assemblies for aerospace, defense, commercial, and medical industries. They have over 40 years of experience and operate a 21,250 square foot facility in Orange County, California. Their commitment to quality is demonstrated through their ISO 9001 and AS 9100 certifications. They utilize a balance of 3 and 4 Axis CNC machines to efficiently machine a variety of materials. TOMI Engineering distinguishes itself with its dedication to customer service, utilizing the latest communication tools to provide fast and reliable responses, as well as competitive pricing, scheduling, and project status updates. 
"
https://multicut.dk/,01-01-2023,"Multicut is a Danish company that provides advanced machined components for industries like green technology, energy, defense, and aerospace. They specialize in high precision and quality, using the best machinery available while emphasizing their unique ingenuity and determination to deliver exceptional components. 
"
https://precisionaircraftgroup.com/,01-01-2015,"Precision Aircraft Group is a company specializing in precision CNC machining for the aerospace industry. They have a highly experienced team with over 20 years of experience and operate a clean facility with various precision CNC machines. They are ISO 9001 compliant and offer turnkey product management to simplify supply chains and anticipate future needs. They specialize in machining complex shapes and sizes and their highest volume product is the air regulator valve for evacuation slides on the Boeing 737. 
"
https://jcbperformance.com/,28-10-2014,"JCB Performance Machine is a precision-machined component manufacturer serving various industries, including aerospace, defense, petroleum, and automotive. They specialize in creating custom precision parts with a commitment to quality and craftsmanship, exceeding customer expectations. JCB Performance Machine offers unparalleled quality, on-time delivery, and manufacturing engineering support at a competitive price, making them a top choice for machining solutions. 
"
https://morrisprecision.com/,,"Morris Precision Products is a small business machine shop located in Canyon Country, California. They have been serving the Aerospace Industry for over 40 years, specializing in close tolerance machining, high heat treated material processing, and both simple and complex machining. They are ISO 9001 and AS9100-D certified and strive to maintain an A+ rating for quality and delivery. Morris produces parts ranging in size from small intricate parts to large complex parts, with day-by-day tracking to ensure quality and scheduled product delivery. 
"
https://ferrotherm.com/,01-01-2011,"Ferrotherm Corporation, established in 1939, is a leading manufacturer of precision components for the turbine engine industry. They are certified to ISO 9001 and AS9100 standards. For information on Ferrotherm's response to COVID-19, click here. 
"
https://www.burkeaerospace.com/,01-01-2023,"Burke Aerospace is a leading provider of Electric Discharge Machining (EDM) and Milling services to the Aerospace, Industrial Gas Turbine (IGT), and Defense Industries. With over 50 years of experience, they are known for their innovative solutions, reliable delivery, and competitive pricing. They pride themselves on delivering high-quality work on time, every time. 
"
https://www.caliberaero.com/,01-01-2012,"Caliber Aero is a precision aerospace hardware manufacturer based in Santa Fe Springs, California. Established in 2012, they specialize in producing aerospace bushings and similar products using state-of-the-art CNC machining centers. The company is known for its commitment to quality, having achieved AS9100 and ISO9001 certifications. They prioritize customer service, offering competitive pricing, on-time delivery, and flexible lead times. Caliber Aero aims to build long-lasting relationships with its customers by exceeding their expectations and requirements. 
"
https://janz-hpmp.de/home_en.html,01-01-2023,"High Precision Machining Parts (HPMP) is a company founded in 2013 by Christoph Janz, a mechanical engineer with 20 years of experience in precision engineering. HPMP specializes in manufacturing precision parts for a wide range of industries, including individual pieces and mass production, using plastics or high-alloy metals. The company offers a variety of services, including surface machining. For more information, visit the company's website, which includes details about their philosophy, services, and a contact form. 
"
https://lensoaero.com/,07-07-2016,"Lenso Aerospace is a leading aerospace manufacturer specializing in high-precision machining, sheet metal fabrication, and build-to-print assemblies. They provide total manufacturing solutions to the global aerospace industry, with expertise in avionics, engine components, aircraft interior components, landing gear systems, system control, and structural components. You can contact them directly through their website. 
"
https://airtronic.com/,01-01-2010,"Airtronic is a Canadian manufacturer of custom precision machined parts. They offer a streamlined process for their customers: 1) Send drawings and requirements through their contact form, 2) Receive a quote and discuss specifications within 48 hours, 3) Receive finished parts on time. Airtronic prides itself on on-time delivery and working to tight deadlines. They also offer finishing services and can stock parts for repeat orders. 
"
https://www.precision-aerospace.com/,02-12-2016,"Precision Aerospace Corp. is a contract manufacturer specializing in close tolerance machining for the aerospace industry. They don't produce their own products but provide high-quality machined parts to commercial and defense aerospace customers. The company is AS9100 and Nadcap certified on all special processes and prioritizes quality throughout their production process. Their mission statement emphasizes providing innovative solutions and serving customers, employees, and communities.  Precision Aerospace strives to be the preferred manufacturing supplier and employer while positively impacting the communities they operate in. The company values safety, customer focus, honesty, integrity, collaboration, accountability, and data-based decisions.  They believe in employee potential and achieving organizational goals through individual development. 
"
https://www.ldmeca.com/en/,01-01-2021,"LDM is a company that designs and manufactures mechanical parts for various industries, including aerospace, energy, automotive, and medical. They have over 50 years of experience and use cutting-edge technology to produce high-precision components. LDM specializes in machining various materials, including titanium, stainless steel, and composites, and offers end-to-end manufacturing services, from sourcing materials to delivering finished parts. 
"
https://wvpi.com/,01-01-2019,"West Valley Precision is a Silicon Valley-based manufacturer specializing in complex components for the aerospace, medical, and optics industries. They boast over 30 years of experience and utilize the latest technology, including Kitamura CNC machines, Mastercam 2020 software, and a skilled team of machinists. Their 21,000 square foot facility includes a climate-controlled inspection room, assembly room, product finishing area, and dedicated project management software to ensure timely delivery.  
"
https://santosprecision.com/,01-01-2013,"Santos Precision is a California-based company specializing in precision machining and fabrication of complex parts, assemblies, and kits for the aerospace, defense, automotive, and semiconductor industries.  They have a 30-year track record of meeting customer requirements and exceeding expectations for value. They are ISO9001:2008 / AS9100 Rev. C registered and committed to providing total customer satisfaction.  You can contact them for your most challenging machining needs. 
"
https://www.genuinemachine.com/,01-01-2019,"Genuine Machine Products, Inc. is a leading manufacturer of high-complexity machined components and sub-assemblies for the Commercial Aerospace and Defense industries. They specialize in mid-to-high complexities, close tolerances and precision machined components, and offer build-to-print manufacturing and assembly services, as well as design support.  They are recognized as one of the top 20 percent of ultra-precision machining facilities in the United States.  They work with most major OEM organizations and are constantly expanding their capabilities to meet customer needs. 
"
https://mrprecision.com/,11-03-2021,"M&R Precision Machining is a well-established supplier to the Aerospace, Defense, and other key industries. They have over 40 years of experience and offer a wide range of precision machining capabilities, including 5-axis machining. They are committed to high quality, reliable on-time delivery, and superior customer communications. They are an essential business and remain open during the COVID-19 pandemic. They are a certified AS9100-D, ISO 9001:2015, and ITAR company. They serve leading companies in Aerospace & Defense, and they are proud of their dedicated team who are committed to producing the very best manufacturing components in the industry. 
"
https://aeromotion.txtav.com/,05-05-2016,"AeroMotion is an AS9100D certified precision manufacturer specializing in aerospace components and solutions. They offer a wide range of services including prototype and production machined components, linear motion solutions focusing on aerospace ballscrews, and driveline solutions. AeroMotion boasts a full-service design engineering team, providing highly engineered components, reverse engineering services, and efficiency testing. They also offer specialized technical services like rapid prototyping using 3D printing, and a NADCAP accredited non-destructive testing laboratory.  AeroMotion prioritizes its team members, offering training and career advancement opportunities. Their commitment to quality, service, and a team of skilled technicians makes them a fully-integrated solutions provider. 
"
https://usamachine.net/,01-01-2023,"USA Machine is a company specializing in precision CNC machining for aerospace parts and other high-end applications. They offer custom metal fabrication, precision manufacturing, and high-precision machining services. With years of experience and a talented team, USA Machine prioritizes quality, efficiency, and affordability, making them a reliable choice for all your machining needs. They offer excellent customer service and are committed to guiding clients through every step of the process. 
"
https://www.cbsmfg.com/,01-01-2016,"CBS Manufacturing Company is a family-owned business specializing in precision machining and assembly services for the aircraft, aerospace, and other industries. Established in 1972, they have a 40,000 sq ft facility equipped with state-of-the-art horizontal and vertical machining centers, CNC lathes, and various manual machines. They are committed to quality, using lean manufacturing, 5S, and Kaizen principles, along with highly effective inspection techniques and equipment, including a programmable CMM. CBS is ISO 9001 registered and AS 9100 QMS certified, meeting the quality system requirements of MIL-I-45208, MIL-STD-45662A, and MIL-Q-9858A. They offer CAD/CAM from design to prototype to production, a strong management team, in-house engineering staff, a skilled workforce, prompt response to estimate requests, and dedication to continuous improvement, cost reduction, and on-time deliveries. 
"
